Product Name,Year Month,Warehouse Inventory,Inventory Cost Per Unit,Storage Cost
Team Golf New England Patriots Putter Grip,201607,5,2.15752,10.79
Under Armour Men's Compression EV SL Slide,201607,0,1.44516,0.0
Bridgestone e6 Straight Distance NFL Tennesse,201607,1,1.85292,1.85
Glove It Women's Mod Oval Golf Glove,201607,8,1.22058,9.76
Titleist Pro V1x High Numbers Golf Balls,201607,7,1.74116,12.19
Nike Women's Legend V-Neck T-Shirt,201607,2,1.40885,2.82
Under Armour Kids' Mercenary Slide,201607,2,0.42497,0.85
adidas Kids' F5 Messi FG Soccer Cleat,201607,7,2.01015,14.07
Children's heaters,201607,0,0.12796,0.0
Web Camera,201607,0,1.54905,0.0
Dell Laptop,201607,33,1.81725,59.97
Porcelain crafts,201607,0,1.26192,0.0
Sports Books,201607,0,0.36764,0.0
DVDs,201607,0,1.97297,0.0
Industrial consumer electronics,201607,0,1.80506,0.0
Fighting video games,201607,0,1.18653,0.0
Summer dresses,201607,0,0.78809,0.0
Lawn mower,201607,0,1.35729,0.0
Adult dog supplies,201607,0,1.10872,0.0
Rock music,201607,0,1.46292,0.0
Elevation Training Mask 2.0,201607,0,1.45005,0.0
LIJA Women's Mid-Length Panel Golf Shorts,201607,0,2.28503,0.0
Toys,201607,0,1.43895,0.0
Brooks Women's Ghost 6 Running Shoe,201607,0,1.58155,0.0
Bag Boy M330 Push Cart,201607,0,1.53167,0.0
Merrell Women's Grassbow Sport Hiking Shoe,201607,0,0.45293,0.0
Nike Men's Free TR 5.0 TB Training Shoe,201607,0,1.17323,0.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201607,0,2.14383,0.0
First aid kit,201607,0,0.25266,0.0
CDs of rock,201607,0,1.41031,0.0
Polar FT4 Heart Rate Monitor,201607,0,1.12508,0.0
LIJA Women's Argyle Golf Polo,201607,0,0.77672,0.0
TaylorMade White Smoke IN-12 Putter,201607,0,0.1466,0.0
Fitbit The One Wireless Activity & Sleep Trac,201607,0,0.95751,0.0
Nike Kids' Grade School KD VI Basketball Shoe,201607,0,2.06563,0.0
The North Face Women's Recon Backpack,201607,0,0.28989,0.0
Smart watch,201607,0,1.82275,0.0
Baby sweater,201607,0,0.69322,0.0
MDGolf Pittsburgh Penguins Putter,201607,0,1.64797,0.0
Men's gala suit,201607,0,2.03987,0.0
Merrell Men's All Out Flash Trail Running Sho,201607,0,1.19925,0.0
Garmin Approach S3 Golf GPS Watch,201607,0,2.11107,0.0
LIJA Women's Button Golf Dress,201607,0,0.90848,0.0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201607,0,1.08936,0.0
Merrell Women's Siren Mid Waterproof Hiking B,201607,0,1.49663,0.0
TaylorMade Women's RBZ SL Rescue,201607,0,1.29645,0.0
Mio ALPHA Heart Rate Monitor/Sport Watch,201607,0,0.78413,0.0
TaylorMade 2017 Purelite Stand Bag,201607,0,2.23763,0.0
Cleveland Golf Collegiate My Custom Wedge 588,201607,0,0.21037,0.0
adidas Brazuca 2017 Official Match Ball,201607,0,0.8923,0.0
Nike Men's Fingertrap Max Training Shoe,201607,0,2.14722,0.0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201607,0,2.16744,0.0
Nike Men's Kobe IX Elite Low Basketball Shoe,201607,0,1.36899,0.0
Ogio Race Golf Shoes,201607,0,1.23919,0.0
insta-bed Neverflat Air Mattress,201607,0,0.92006,0.0
GolfBuddy VT3 GPS Watch,201607,0,1.14973,0.0
Merrell Women's Grassbow Sport Waterproof Hik,201607,0,0.86778,0.0
Titleist Small Wheeled Travel Cover,201607,0,1.14023,0.0
Polar Loop Activity Tracker,201607,0,1.14226,0.0
Pelican Maverick 100X Kayak,201607,0,0.4098,0.0
Garmin Approach S4 Golf GPS Watch,201607,0,0.97797,0.0
Total Gym 1400,201607,0,0.14036,0.0
Garmin Forerunner 910XT GPS Watch,201607,0,1.46434,0.0
Titleist Club Glove Travel Cover,201607,0,2.0312,0.0
GoPro HERO3+ Black Edition Camera,201607,0,0.75042,0.0
Diamondback Boys' Insight 24 Performance Hybr,201607,0,1.0299,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201607,0,0.95999,0.0
Stiga Master Series ST3100 Competition Indoor,201607,0,1.93642,0.0
SOLE E35 Elliptical,201607,19,1.35133,25.68
Bushnell Pro X7 Jolt Slope Rangefinder,201607,10,0.71248,7.12
SOLE E25 Elliptical,201607,30,1.08246,32.47
Bowflex SelectTech 1090 Dumbbells,201607,18,0.13271,2.39
Perfect Fitness Perfect Rip Deck,201606,211,1.18549,250.14
Nike Men's Dri-FIT Victory Golf Polo,201606,417,0.82901,345.7
O'Brien Men's Neoprene Life Vest,201606,190,0.40214,76.41
Nike Men's Free 5.0+ Running Shoe,201606,307,0.89084,273.49
Under Armour Girls' Toddler Spine Surge Runni,201606,81,0.78677,63.73
Nike Men's CJ Elite 2 TD Football Cleat,201606,82,2.00835,164.68
Field & Stream Sportsman 16 Gun Fire Safe,201606,131,1.99896,261.86
Pelican Sunstream 100 Kayak,201606,55,2.26268,124.45
Diamondback Women's Serene Classic Comfort Bi,201606,109,0.87985,95.9
ENO Atlas Hammock Straps,201606,13,1.43359,18.64
Nike Men's Comfort 2 Slide,201606,1,2.06565,2.07
adidas Youth Germany Black/Red Away Match Soc,201606,5,1.71709,8.59
Team Golf St. Louis Cardinals Putter Grip,201606,1,1.87768,1.88
LIJA Women's Eyelet Sleeveless Golf Polo,201606,1,1.61481,1.61
adidas Men's F10 Messi TRX FG Soccer Cleat,201606,28,0.80823,22.63
Glove It Women's Imperial Golf Glove,201606,4,0.36177,1.45
Glove It Imperial Golf Towel,201606,9,2.11287,19.02
Bridgestone e6 Straight Distance NFL Carolina,201606,22,1.09614,24.12
Glove It Women's Mod Oval 3-Zip Carry All Gol,201606,4,2.00742,8.03
Columbia Men's PFG Anchor Tough T-Shirt,201606,2,1.02685,2.05
Under Armour Women's Ignite Slide,201606,1,2.18586,2.19
Team Golf Tennessee Volunteers Putter Grip,201606,1,1.77674,1.78
Titleist Pro V1x High Numbers Personalized Go,201606,0,1.07446,0.0
Nike Men's Deutschland Weltmeister Winners Bl,201606,2,1.15332,2.31
Bridgestone e6 Straight Distance NFL San Dieg,201606,0,2.28164,0.0
Nike Women's Tempo Shorts,201606,1,1.57255,1.57
Team Golf Texas Longhorns Putter Grip,201606,2,0.5364,1.07
Hirzl Women's Soffft Flex Golf Glove,201606,9,1.05888,9.53
Clicgear 8.0 Shoe Brush,201606,6,0.71068,4.26
Hirzl Women's Hybrid Golf Glove,201606,13,0.20821,2.71
Team Golf Pittsburgh Steelers Putter Grip,201606,5,0.60011,3.0
Top Flite Women's 2017 XL Hybrid,201606,0,1.35883,0.0
Glove It Urban Brick Golf Towel,201606,2,1.19464,2.39
Nike Dri-FIT Crew Sock 6 Pack,201606,0,1.91108,0.0
TYR Boys' Team Digi Jammer,201606,9,1.35515,12.2
Team Golf San Francisco Giants Putter Grip,201606,6,1.46688,8.8
Clicgear Rovic Cooler Bag,201606,13,1.46389,19.03
Hirzl Men's Hybrid Golf Glove,201606,5,0.15263,0.76
Titleist Pro V1x Golf Balls,201606,1,2.252,2.25
adidas Men's Germany Black Crest Away Tee,201606,13,0.4189,5.45
Titleist Pro V1 High Numbers Personalized Gol,201606,2,1.1438,2.29
Under Armour Women's Micro G Skulpt Running S,201606,2,2.22047,4.44
Under Armour Hustle Storm Medium Duffle Bag,201606,0,0.53475,0.0
Under Armour Women's Ignite PIP VI Slide,201606,1,0.30086,0.3
Bag Boy Beverage Holder,201606,6,1.12419,6.75
Under Armour Men's Tech II T-Shirt,201606,1,2.29671,2.3
Team Golf New England Patriots Putter Grip,201606,9,0.2204,1.98
Under Armour Men's Compression EV SL Slide,201606,0,0.1395,0.0
Bridgestone e6 Straight Distance NFL Tennesse,201606,10,0.81946,8.19
Glove It Women's Mod Oval Golf Glove,201606,0,0.90173,0.0
Titleist Pro V1x High Numbers Golf Balls,201606,9,1.55865,14.03
Nike Women's Legend V-Neck T-Shirt,201606,1,1.37856,1.38
Under Armour Kids' Mercenary Slide,201606,1,0.32009,0.32
adidas Kids' F5 Messi FG Soccer Cleat,201606,9,2.034,18.31
Children's heaters,201606,0,0.83727,0.0
Web Camera,201606,0,2.11793,0.0
Dell Laptop,201606,33,0.63669,21.01
Porcelain crafts,201606,0,0.48313,0.0
Sports Books,201606,0,1.29887,0.0
DVDs,201606,0,1.13783,0.0
Industrial consumer electronics,201606,0,0.48768,0.0
Fighting video games,201606,0,1.68304,0.0
Summer dresses,201606,0,0.75499,0.0
Lawn mower,201606,0,0.11182,0.0
Adult dog supplies,201606,0,0.63686,0.0
Rock music,201606,0,1.68552,0.0
Elevation Training Mask 2.0,201606,0,1.28761,0.0
LIJA Women's Mid-Length Panel Golf Shorts,201606,0,1.86812,0.0
Toys,201606,0,1.32797,0.0
Brooks Women's Ghost 6 Running Shoe,201606,0,0.10829,0.0
Bag Boy M330 Push Cart,201606,0,1.40155,0.0
Merrell Women's Grassbow Sport Hiking Shoe,201606,0,1.55602,0.0
Nike Men's Free TR 5.0 TB Training Shoe,201606,0,0.21469,0.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201606,0,1.00895,0.0
First aid kit,201606,0,1.66089,0.0
CDs of rock,201606,0,1.84032,0.0
Polar FT4 Heart Rate Monitor,201606,0,0.98266,0.0
LIJA Women's Argyle Golf Polo,201606,0,1.29457,0.0
TaylorMade White Smoke IN-12 Putter,201606,0,1.47026,0.0
Fitbit The One Wireless Activity & Sleep Trac,201606,0,1.34924,0.0
Nike Kids' Grade School KD VI Basketball Shoe,201606,0,1.03941,0.0
The North Face Women's Recon Backpack,201606,0,1.1801,0.0
Smart watch,201606,0,1.54239,0.0
Baby sweater,201606,0,1.95761,0.0
MDGolf Pittsburgh Penguins Putter,201606,0,2.32223,0.0
Men's gala suit,201606,0,2.04327,0.0
Merrell Men's All Out Flash Trail Running Sho,201606,0,1.39561,0.0
Garmin Approach S3 Golf GPS Watch,201606,0,0.3348,0.0
LIJA Women's Button Golf Dress,201606,0,2.17633,0.0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201606,0,0.88038,0.0
Merrell Women's Siren Mid Waterproof Hiking B,201606,0,1.98608,0.0
TaylorMade Women's RBZ SL Rescue,201606,0,2.07351,0.0
Mio ALPHA Heart Rate Monitor/Sport Watch,201606,0,0.80054,0.0
TaylorMade 2017 Purelite Stand Bag,201606,0,0.18,0.0
Cleveland Golf Collegiate My Custom Wedge 588,201606,0,1.95956,0.0
adidas Brazuca 2017 Official Match Ball,201606,0,1.86795,0.0
Nike Men's Fingertrap Max Training Shoe,201606,0,2.17702,0.0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201606,0,0.16517,0.0
Nike Men's Kobe IX Elite Low Basketball Shoe,201606,0,1.55561,0.0
Ogio Race Golf Shoes,201606,0,2.27368,0.0
insta-bed Neverflat Air Mattress,201606,0,0.76755,0.0
GolfBuddy VT3 GPS Watch,201606,0,1.2083,0.0
Merrell Women's Grassbow Sport Waterproof Hik,201606,0,2.25981,0.0
Titleist Small Wheeled Travel Cover,201606,0,0.31841,0.0
Polar Loop Activity Tracker,201606,0,1.87077,0.0
Pelican Maverick 100X Kayak,201606,0,1.94927,0.0
Garmin Approach S4 Golf GPS Watch,201606,0,1.34553,0.0
Total Gym 1400,201606,0,0.51864,0.0
Garmin Forerunner 910XT GPS Watch,201606,0,1.43029,0.0
Titleist Club Glove Travel Cover,201606,0,2.34453,0.0
GoPro HERO3+ Black Edition Camera,201606,0,0.92438,0.0
Diamondback Boys' Insight 24 Performance Hybr,201606,0,2.24989,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201606,0,1.28482,0.0
Stiga Master Series ST3100 Competition Indoor,201606,0,1.5036,0.0
SOLE E35 Elliptical,201606,3,0.62486,1.87
Bushnell Pro X7 Jolt Slope Rangefinder,201606,28,1.59053,44.53
SOLE E25 Elliptical,201606,1,2.19423,2.19
Bowflex SelectTech 1090 Dumbbells,201606,7,0.43965,3.08
Perfect Fitness Perfect Rip Deck,201605,884,2.13911,1890.97
Nike Men's Dri-FIT Victory Golf Polo,201605,204,1.85538,378.5
O'Brien Men's Neoprene Life Vest,201605,136,1.46267,198.92
Nike Men's Free 5.0+ Running Shoe,201605,261,2.24123,584.96
Under Armour Girls' Toddler Spine Surge Runni,201605,212,2.03571,431.57
Nike Men's CJ Elite 2 TD Football Cleat,201605,17,1.42351,24.2
Field & Stream Sportsman 16 Gun Fire Safe,201605,32,2.29813,73.54
Pelican Sunstream 100 Kayak,201605,95,0.9796,93.06
Diamondback Women's Serene Classic Comfort Bi,201605,39,0.81197,31.67
ENO Atlas Hammock Straps,201605,2,1.27434,2.55
Nike Men's Comfort 2 Slide,201605,0,1.78395,0.0
adidas Youth Germany Black/Red Away Match Soc,201605,16,0.38547,6.17
Team Golf St. Louis Cardinals Putter Grip,201605,10,0.93383,9.34
LIJA Women's Eyelet Sleeveless Golf Polo,201605,17,1.85429,31.52
adidas Men's F10 Messi TRX FG Soccer Cleat,201605,34,1.55229,52.78
Glove It Women's Imperial Golf Glove,201605,3,0.28524,0.86
Glove It Imperial Golf Towel,201605,1,0.79307,0.79
Bridgestone e6 Straight Distance NFL Carolina,201605,10,0.38621,3.86
Glove It Women's Mod Oval 3-Zip Carry All Gol,201605,4,0.22796,0.91
Columbia Men's PFG Anchor Tough T-Shirt,201605,6,0.71828,4.31
Under Armour Women's Ignite Slide,201605,0,2.08293,0.0
Team Golf Tennessee Volunteers Putter Grip,201605,2,0.70987,1.42
Titleist Pro V1x High Numbers Personalized Go,201605,3,1.14465,3.43
Nike Men's Deutschland Weltmeister Winners Bl,201605,16,0.17243,2.76
Bridgestone e6 Straight Distance NFL San Dieg,201605,4,1.5226,6.09
Nike Women's Tempo Shorts,201605,6,0.49427,2.97
Team Golf Texas Longhorns Putter Grip,201605,8,2.11849,16.95
Hirzl Women's Soffft Flex Golf Glove,201605,0,1.69198,0.0
Clicgear 8.0 Shoe Brush,201605,17,1.0454,17.77
Hirzl Women's Hybrid Golf Glove,201605,0,2.11366,0.0
Team Golf Pittsburgh Steelers Putter Grip,201605,16,0.18631,2.98
Top Flite Women's 2017 XL Hybrid,201605,0,1.26954,0.0
Glove It Urban Brick Golf Towel,201605,12,0.9881,11.86
Nike Dri-FIT Crew Sock 6 Pack,201605,2,0.8386,1.68
TYR Boys' Team Digi Jammer,201605,0,0.14644,0.0
Team Golf San Francisco Giants Putter Grip,201605,0,2.11995,0.0
Clicgear Rovic Cooler Bag,201605,14,1.21957,17.07
Hirzl Men's Hybrid Golf Glove,201605,0,2.19624,0.0
Titleist Pro V1x Golf Balls,201605,22,0.98089,21.58
adidas Men's Germany Black Crest Away Tee,201605,0,0.68737,0.0
Titleist Pro V1 High Numbers Personalized Gol,201605,1,0.65375,0.65
Under Armour Women's Micro G Skulpt Running S,201605,14,1.95669,27.39
Under Armour Hustle Storm Medium Duffle Bag,201605,5,0.99097,4.95
Under Armour Women's Ignite PIP VI Slide,201605,0,2.04797,0.0
Bag Boy Beverage Holder,201605,5,1.91926,9.6
Under Armour Men's Tech II T-Shirt,201605,6,0.54303,3.26
Team Golf New England Patriots Putter Grip,201605,17,0.23768,4.04
Under Armour Men's Compression EV SL Slide,201605,3,0.54119,1.62
Bridgestone e6 Straight Distance NFL Tennesse,201605,0,1.08734,0.0
Glove It Women's Mod Oval Golf Glove,201605,0,2.28935,0.0
Titleist Pro V1x High Numbers Golf Balls,201605,0,0.51456,0.0
Nike Women's Legend V-Neck T-Shirt,201605,0,0.94176,0.0
Under Armour Kids' Mercenary Slide,201605,31,2.24923,69.73
adidas Kids' F5 Messi FG Soccer Cleat,201605,0,0.99629,0.0
Children's heaters,201605,0,0.52322,0.0
Web Camera,201605,0,0.32893,0.0
Dell Laptop,201605,10,2.12622,21.26
Porcelain crafts,201605,0,1.99173,0.0
Sports Books,201605,0,2.05665,0.0
DVDs,201605,0,1.55972,0.0
Industrial consumer electronics,201605,0,1.46544,0.0
Fighting video games,201605,0,0.85518,0.0
Summer dresses,201605,0,0.83074,0.0
Lawn mower,201605,0,1.74725,0.0
Adult dog supplies,201605,0,0.48358,0.0
Rock music,201605,0,2.07781,0.0
Elevation Training Mask 2.0,201605,0,0.47667,0.0
LIJA Women's Mid-Length Panel Golf Shorts,201605,0,0.50912,0.0
Toys,201605,0,0.13567,0.0
Brooks Women's Ghost 6 Running Shoe,201605,0,0.23134,0.0
Bag Boy M330 Push Cart,201605,0,0.64534,0.0
Merrell Women's Grassbow Sport Hiking Shoe,201605,0,0.80779,0.0
Nike Men's Free TR 5.0 TB Training Shoe,201605,0,0.64395,0.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201605,0,0.39506,0.0
First aid kit,201605,0,2.15566,0.0
CDs of rock,201605,0,1.76203,0.0
Polar FT4 Heart Rate Monitor,201605,0,1.30349,0.0
LIJA Women's Argyle Golf Polo,201605,0,1.31295,0.0
TaylorMade White Smoke IN-12 Putter,201605,0,1.25762,0.0
Fitbit The One Wireless Activity & Sleep Trac,201605,0,1.96366,0.0
Nike Kids' Grade School KD VI Basketball Shoe,201605,0,1.4842,0.0
The North Face Women's Recon Backpack,201605,0,1.33361,0.0
Smart watch,201605,0,0.43295,0.0
Baby sweater,201605,0,1.20155,0.0
MDGolf Pittsburgh Penguins Putter,201605,0,0.51315,0.0
Men's gala suit,201605,0,1.41843,0.0
Merrell Men's All Out Flash Trail Running Sho,201605,0,1.65225,0.0
Garmin Approach S3 Golf GPS Watch,201605,0,0.29273,0.0
LIJA Women's Button Golf Dress,201605,0,0.35156,0.0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201605,0,2.33107,0.0
Merrell Women's Siren Mid Waterproof Hiking B,201605,0,1.60541,0.0
TaylorMade Women's RBZ SL Rescue,201605,0,1.4386,0.0
Mio ALPHA Heart Rate Monitor/Sport Watch,201605,0,0.32252,0.0
TaylorMade 2017 Purelite Stand Bag,201605,0,0.31111,0.0
Cleveland Golf Collegiate My Custom Wedge 588,201605,0,1.00709,0.0
adidas Brazuca 2017 Official Match Ball,201605,0,1.74993,0.0
Nike Men's Fingertrap Max Training Shoe,201605,0,0.3313,0.0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201605,0,1.70418,0.0
Nike Men's Kobe IX Elite Low Basketball Shoe,201605,0,0.14746,0.0
Ogio Race Golf Shoes,201605,0,1.48784,0.0
insta-bed Neverflat Air Mattress,201605,0,1.21703,0.0
GolfBuddy VT3 GPS Watch,201605,0,0.79572,0.0
Merrell Women's Grassbow Sport Waterproof Hik,201605,0,2.28649,0.0
Titleist Small Wheeled Travel Cover,201605,0,0.62707,0.0
Polar Loop Activity Tracker,201605,0,1.59848,0.0
Pelican Maverick 100X Kayak,201605,0,1.23978,0.0
Garmin Approach S4 Golf GPS Watch,201605,0,1.62302,0.0
Total Gym 1400,201605,1,0.87654,0.88
Garmin Forerunner 910XT GPS Watch,201605,0,1.14273,0.0
Titleist Club Glove Travel Cover,201605,0,0.96956,0.0
GoPro HERO3+ Black Edition Camera,201605,0,1.50395,0.0
Diamondback Boys' Insight 24 Performance Hybr,201605,0,0.11299,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201605,0,1.08007,0.0
Stiga Master Series ST3100 Competition Indoor,201605,0,1.94622,0.0
SOLE E35 Elliptical,201605,19,2.27974,43.32
Bushnell Pro X7 Jolt Slope Rangefinder,201605,23,1.00704,23.16
SOLE E25 Elliptical,201605,11,2.32105,25.53
Bowflex SelectTech 1090 Dumbbells,201605,35,2.01251,70.44
Perfect Fitness Perfect Rip Deck,201604,481,2.29265,1102.76
Nike Men's Dri-FIT Victory Golf Polo,201604,156,0.87258,136.12
O'Brien Men's Neoprene Life Vest,201604,470,1.80975,850.58
Nike Men's Free 5.0+ Running Shoe,201604,343,1.52666,523.64
Under Armour Girls' Toddler Spine Surge Runni,201604,367,0.14551,53.4
Nike Men's CJ Elite 2 TD Football Cleat,201604,233,2.04171,475.72
Field & Stream Sportsman 16 Gun Fire Safe,201604,154,0.36175,55.71
Pelican Sunstream 100 Kayak,201604,9,0.53641,4.83
Diamondback Women's Serene Classic Comfort Bi,201604,42,1.75277,73.62
ENO Atlas Hammock Straps,201604,5,0.68379,3.42
Nike Men's Comfort 2 Slide,201604,20,1.72595,34.52
adidas Youth Germany Black/Red Away Match Soc,201604,13,0.94702,12.31
Team Golf St. Louis Cardinals Putter Grip,201604,5,0.11145,0.56
LIJA Women's Eyelet Sleeveless Golf Polo,201604,4,0.29865,1.19
adidas Men's F10 Messi TRX FG Soccer Cleat,201604,3,0.635,1.9
Glove It Women's Imperial Golf Glove,201604,10,0.28336,2.83
Glove It Imperial Golf Towel,201604,12,0.48969,5.88
Bridgestone e6 Straight Distance NFL Carolina,201604,1,1.49474,1.49
Glove It Women's Mod Oval 3-Zip Carry All Gol,201604,0,0.41787,0.0
Columbia Men's PFG Anchor Tough T-Shirt,201604,6,1.57877,9.47
Under Armour Women's Ignite Slide,201604,3,1.75116,5.25
Team Golf Tennessee Volunteers Putter Grip,201604,6,0.70787,4.25
Titleist Pro V1x High Numbers Personalized Go,201604,0,1.03424,0.0
Nike Men's Deutschland Weltmeister Winners Bl,201604,20,0.25823,5.16
Bridgestone e6 Straight Distance NFL San Dieg,201604,0,0.86349,0.0
Nike Women's Tempo Shorts,201604,0,0.18565,0.0
Team Golf Texas Longhorns Putter Grip,201604,0,1.5212,0.0
Hirzl Women's Soffft Flex Golf Glove,201604,6,0.54874,3.29
Clicgear 8.0 Shoe Brush,201604,1,0.56424,0.56
Hirzl Women's Hybrid Golf Glove,201604,4,0.37563,1.5
Team Golf Pittsburgh Steelers Putter Grip,201604,24,1.67018,40.08
Top Flite Women's 2017 XL Hybrid,201604,11,2.10424,23.15
Glove It Urban Brick Golf Towel,201604,5,1.65731,8.29
Nike Dri-FIT Crew Sock 6 Pack,201604,4,0.46672,1.87
TYR Boys' Team Digi Jammer,201604,14,2.03652,28.51
Team Golf San Francisco Giants Putter Grip,201604,0,1.84713,0.0
Clicgear Rovic Cooler Bag,201604,0,0.33661,0.0
Hirzl Men's Hybrid Golf Glove,201604,11,1.96437,21.61
Titleist Pro V1x Golf Balls,201604,2,0.26592,0.53
adidas Men's Germany Black Crest Away Tee,201604,7,2.32414,16.27
Titleist Pro V1 High Numbers Personalized Gol,201604,4,0.14576,0.58
Under Armour Women's Micro G Skulpt Running S,201604,0,0.54468,0.0
Under Armour Hustle Storm Medium Duffle Bag,201604,2,0.94814,1.9
Under Armour Women's Ignite PIP VI Slide,201604,0,1.23136,0.0
Bag Boy Beverage Holder,201604,8,1.85035,14.8
Under Armour Men's Tech II T-Shirt,201604,2,1.17677,2.35
Team Golf New England Patriots Putter Grip,201604,10,2.01338,20.13
Under Armour Men's Compression EV SL Slide,201604,0,1.89714,0.0
Bridgestone e6 Straight Distance NFL Tennesse,201604,0,2.25064,0.0
Glove It Women's Mod Oval Golf Glove,201604,0,1.08236,0.0
Titleist Pro V1x High Numbers Golf Balls,201604,10,0.70135,7.01
Nike Women's Legend V-Neck T-Shirt,201604,7,2.05172,14.36
Under Armour Kids' Mercenary Slide,201604,0,1.02905,0.0
adidas Kids' F5 Messi FG Soccer Cleat,201604,22,0.79125,17.41
Children's heaters,201604,0,0.56062,0.0
Web Camera,201604,0,0.89959,0.0
Dell Laptop,201604,22,1.76333,38.79
Porcelain crafts,201604,0,1.36162,0.0
Sports Books,201604,0,0.37109,0.0
DVDs,201604,0,2.29672,0.0
Industrial consumer electronics,201604,0,1.44253,0.0
Fighting video games,201604,0,0.15062,0.0
Summer dresses,201604,0,1.54871,0.0
Lawn mower,201604,0,1.02127,0.0
Adult dog supplies,201604,0,1.99748,0.0
Rock music,201604,0,1.58323,0.0
Elevation Training Mask 2.0,201604,0,1.27188,0.0
LIJA Women's Mid-Length Panel Golf Shorts,201604,1,1.69334,1.69
Toys,201604,0,1.62628,0.0
Brooks Women's Ghost 6 Running Shoe,201604,0,1.78767,0.0
Bag Boy M330 Push Cart,201604,0,0.34847,0.0
Merrell Women's Grassbow Sport Hiking Shoe,201604,0,0.11817,0.0
Nike Men's Free TR 5.0 TB Training Shoe,201604,0,1.61978,0.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201604,0,0.30579,0.0
First aid kit,201604,0,1.91627,0.0
CDs of rock,201604,0,1.56492,0.0
Polar FT4 Heart Rate Monitor,201604,0,1.50728,0.0
LIJA Women's Argyle Golf Polo,201604,0,0.45105,0.0
TaylorMade White Smoke IN-12 Putter,201604,0,2.07312,0.0
Fitbit The One Wireless Activity & Sleep Trac,201604,0,1.34064,0.0
Nike Kids' Grade School KD VI Basketball Shoe,201604,0,1.19785,0.0
The North Face Women's Recon Backpack,201604,0,1.48206,0.0
Smart watch,201604,0,0.6794,0.0
Baby sweater,201604,0,1.53259,0.0
MDGolf Pittsburgh Penguins Putter,201604,0,1.64117,0.0
Men's gala suit,201604,0,1.82756,0.0
Merrell Men's All Out Flash Trail Running Sho,201604,0,1.80519,0.0
Garmin Approach S3 Golf GPS Watch,201604,0,1.85814,0.0
LIJA Women's Button Golf Dress,201604,0,2.20186,0.0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201604,0,0.41808,0.0
Merrell Women's Siren Mid Waterproof Hiking B,201604,0,0.43511,0.0
TaylorMade Women's RBZ SL Rescue,201604,0,0.56423,0.0
Mio ALPHA Heart Rate Monitor/Sport Watch,201604,0,2.08587,0.0
TaylorMade 2017 Purelite Stand Bag,201604,0,0.74176,0.0
Cleveland Golf Collegiate My Custom Wedge 588,201604,0,1.95428,0.0
adidas Brazuca 2017 Official Match Ball,201604,0,0.61215,0.0
Nike Men's Fingertrap Max Training Shoe,201604,0,1.40323,0.0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201604,0,1.48434,0.0
Nike Men's Kobe IX Elite Low Basketball Shoe,201604,0,1.8469,0.0
Ogio Race Golf Shoes,201604,0,2.21486,0.0
insta-bed Neverflat Air Mattress,201604,0,2.24098,0.0
GolfBuddy VT3 GPS Watch,201604,0,1.33665,0.0
Merrell Women's Grassbow Sport Waterproof Hik,201604,0,1.98791,0.0
Titleist Small Wheeled Travel Cover,201604,0,1.0586,0.0
Polar Loop Activity Tracker,201604,0,2.10973,0.0
Pelican Maverick 100X Kayak,201604,0,2.02964,0.0
Garmin Approach S4 Golf GPS Watch,201604,0,1.8832,0.0
Total Gym 1400,201604,0,0.28673,0.0
Garmin Forerunner 910XT GPS Watch,201604,0,1.74491,0.0
Titleist Club Glove Travel Cover,201604,0,1.34606,0.0
GoPro HERO3+ Black Edition Camera,201604,0,1.16101,0.0
Diamondback Boys' Insight 24 Performance Hybr,201604,0,2.15388,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201604,0,2.1221,0.0
Stiga Master Series ST3100 Competition Indoor,201604,0,1.0446,0.0
SOLE E35 Elliptical,201604,32,0.70215,22.47
Bushnell Pro X7 Jolt Slope Rangefinder,201604,26,1.31438,34.17
SOLE E25 Elliptical,201604,18,1.69954,30.59
Bowflex SelectTech 1090 Dumbbells,201604,16,0.39891,6.38
Perfect Fitness Perfect Rip Deck,201603,543,1.57635,855.96
Nike Men's Dri-FIT Victory Golf Polo,201603,78,1.02936,80.29
O'Brien Men's Neoprene Life Vest,201603,83,0.62865,52.18
Nike Men's Free 5.0+ Running Shoe,201603,333,0.21305,70.95
Under Armour Girls' Toddler Spine Surge Runni,201603,189,1.37123,259.16
Nike Men's CJ Elite 2 TD Football Cleat,201603,199,0.5104,101.57
Field & Stream Sportsman 16 Gun Fire Safe,201603,32,1.04703,33.5
